id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
27663242,2019-06-25 7:15:58 PM EDT,2019-06-25,2019-06-25 23:15:58 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-06-25 23:17:14 UTC,2020-03-16 10:54:11 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/27663242,https://inaturalist-open-data.s3.amazonaws.com/photos/43064099/medium.jpeg,,"",,3,0,true,2,"Bay St At St Joseph St, Toronto, ON M5S 3L5, Canada",43.6656994,-79.387664,36,,,,36,,,false,,,Greater celandine,Chelidonium majus,Greater celandine,Plantae,55757,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus
27930734,2019-06-30 3:45:00 PM GMT+02:00,2019-06-30,2019-06-30 11:45:00 UTC,Pretoria,253334,sophiebreitbart,2019-06-30 14:28:01 UTC,2021-11-30 16:21:09 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/27930734,https://inaturalist-open-data.s3.amazonaws.com/photos/43504473/medium.jpeg,,"",,1,0,true,2,"Milano, Lombardia, IT",45.48837166,9.23875991,7,,,,7,,open,false,,,corbezzolo,Arbutus unedo,strawberry tree,Plantae,82689,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Arbutus,Arbutus unedo
27930756,2019-06-30 3:47:22 PM GMT+02:00,2019-06-30,2019-06-30 13:47:22 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-06-30 14:28:18 UTC,2019-06-30 14:29:40 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/27930756,https://inaturalist-open-data.s3.amazonaws.com/photos/43504500/medium.jpeg,,"",,0,0,true,2,"Milano, Lombardia, IT",45.48822,9.24005459,10,,,,10,,,false,,,magnolias,Magnolia,magnolias,Plantae,82096,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,
28166600,2019-07-03 4:36:07 PM GMT+02:00,2019-07-03,2019-07-03 14:36:07 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-04 11:29:04 UTC,2020-03-02 12:11:50 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28166600,https://inaturalist-open-data.s3.amazonaws.com/photos/43890046/medium.jpeg,,"",Val Grande Italy,2,0,false,2,"28801 Cossogno VB, Italy",46.0166860154,8.4686206654,1395,,,,1395,,,false,gps,gps,Pretino,Amata phegea,Nine-spotted Moth,Insecta,57489,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amata,Amata phegea
28166768,2019-07-03 11:47:47 AM GMT+02:00,2019-07-03,2019-07-03 09:47:47 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-04 11:36:18 UTC,2019-07-04 16:44:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28166768,https://inaturalist-open-data.s3.amazonaws.com/photos/43890403/medium.jpg,,"","Val grande, Italy",1,0,false,2,"28803 Premosello-Chiovenda, Province of Verbano-Cusio-Ossola, Italy",46.0220162171,8.3361604437,698,,,,698,,,false,gps,gps,Faggio,Fagus sylvatica,European beech,Plantae,54227,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,Fagus sylvatica
28166833,2019-07-03 10:48:29 AM GMT+02:00,2019-07-03,2019-07-03 08:48:29 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-04 11:38:42 UTC,2019-07-05 16:37:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28166833,https://inaturalist-open-data.s3.amazonaws.com/photos/43890623/medium.jpeg,,"",,1,0,false,2,"28803 Premosello-Chiovenda, Province of Verbano-Cusio-Ossola, Italy",46.0220516041,8.3385670558,698,,,,698,,,false,gps,gps,Green Huntsman Spider,Micrommata virescens,Green Huntsman Spider,Arachnida,121766,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Micrommata,Micrommata virescens
28385227,2019-07-07 5:53:25 PM GMT+02:00,2019-07-07,2019-07-07 15:53:25 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-07 19:39:51 UTC,2019-07-07 19:40:05 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/28385227,https://inaturalist-open-data.s3.amazonaws.com/photos/44244560/medium.jpeg,,"",,0,0,false,2,"Surovas, 7504 Pontresina, Switzerland",46.4858665466,9.9057512283,,,,,,,,false,gps,gps,Alpine Thistle,Carduus defloratus,Alpine Thistle,Plantae,448073,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,Carduus defloratus
28385329,2019-07-07 4:18:09 PM GMT+02:00,2019-07-07,2019-07-07 14:18:09 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-07 19:41:19 UTC,2021-02-12 16:44:19 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28385329,https://inaturalist-open-data.s3.amazonaws.com/photos/44244728/medium.jpeg,,"",,2,1,false,2,"7504 Pontresina, Switzerland",46.4943618774,9.9172668457,,,,,,,,false,gps,gps,Alcon Large Blue,Phengaris alcon,Alcon Large Blue,Insecta,426193,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Phengaris,Phengaris alcon
28385367,2019-07-07 3:56:38 PM GMT+02:00,2019-07-07,2019-07-07 13:56:38 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-07 19:41:53 UTC,2019-07-07 20:03:28 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28385367,https://inaturalist-open-data.s3.amazonaws.com/photos/44244795/medium.jpeg,,"",,1,0,false,2,"7504 Pontresina, Switzerland",46.4975280762,9.9152107239,,,,,,,open,false,gps,gps,Common Butterwort,Pinguicula vulgaris,Common Butterwort,Plantae,121266,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,Pinguicula vulgaris
28385447,2019-07-07 12:08:23 PM GMT+02:00,2019-07-07,2019-07-07 10:08:23 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-07 19:43:18 UTC,2020-06-03 13:28:57 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28385447,https://inaturalist-open-data.s3.amazonaws.com/photos/44244958/medium.jpeg,,"",,3,0,false,2,"7504 Pontresina, Switzerland",46.4977340253,9.908115305,88,,,,88,,,false,gps,gps,Sempervivum montanum,Sempervivum montanum,Mountain Houseleek,Plantae,145650,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sempervivum,Sempervivum montanum
28436953,2019-07-08 3:28:45 PM GMT+02:00,2019-07-08,2019-07-08 13:28:45 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-08 15:11:10 UTC,2019-08-11 13:45:20 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28436953,https://inaturalist-open-data.s3.amazonaws.com/photos/44329214/medium.jpeg,,"",,3,1,false,2,"7504 Pontresina, Switzerland",46.4256134033,9.9331474304,,,,,,,,false,gps,gps,Geum reptans,Geum reptans,creeping avens,Plantae,461874,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum reptans
28436974,2019-07-08 2:04:38 PM GMT+02:00,2019-07-08,2019-07-08 12:04:38 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-08 15:11:30 UTC,2019-07-08 17:04:24 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28436974,https://inaturalist-open-data.s3.amazonaws.com/photos/44329267/medium.jpeg,,"",,1,0,false,2,"Morteratsch, 7504 Pontresina, Switzerland",46.4503517151,9.9410238266,,,,,,,,false,gps,gps,okáč rudopásný,Erebia euryale,Large Ringlet,Insecta,354352,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia euryale
28437151,2019-07-08 1:46:47 PM GMT+02:00,2019-07-08,2019-07-08 11:46:47 UTC,Africa/Johannesburg,253334,sophiebreitbart,2019-07-08 15:14:15 UTC,2019-11-08 19:48:11 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28437151,https://inaturalist-open-data.s3.amazonaws.com/photos/44329541/medium.jpeg,,"",,2,0,false,2,"Morteratsch, 7504 Pontresina, Switzerland",46.4503517151,9.9410238266,,,,,,,,false,gps,gps,Épilobe de Fleischer,Chamaenerion fleischeri,alpine willowherb,Plantae,564973,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion fleischeri
28819624,2019-07-11 1:32:40 PM EDT,2019-07-11,2019-07-11 17:32:40 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-14 20:11:31 UTC,2020-03-22 14:37:38 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/28819624,https://inaturalist-open-data.s3.amazonaws.com/photos/44948777/medium.jpeg,,"",,2,0,true,2,"Industriequartier, Zürich, Switzerland",47.3857002258,8.5194740295,,,,,,,,false,gps,gps,Bourrache officinale,Borago officinalis,Borage,Plantae,52287,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis
28819638,,,,UTC,253334,sophiebreitbart,2019-07-14 20:11:53 UTC,2019-07-14 20:12:15 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/28819638,https://inaturalist-open-data.s3.amazonaws.com/photos/44948807/medium.jpeg,,"",,0,0,false,2,,,,,,,,,,,false,,,,,,,,,,,,,,
28819799,2019-07-11 1:32:16 PM EDT,2019-07-11,2019-07-11 17:32:16 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-14 20:14:48 UTC,2019-07-14 20:14:48 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/28819799,,,"",,0,0,true,2,"Industriequartier, Zürich, Switzerland",47.3857002258,8.5194740295,,,,,,,,false,gps,gps,Artichoke Thistle,Cynara cardunculus,Artichoke Thistle,Plantae,57563,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cynara,Cynara cardunculus
28938327,2019-07-16 11:01:18 AM EDT,2019-07-16,2019-07-16 15:01:18 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-16 15:03:50 UTC,2019-07-24 02:39:58 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/28938327,https://inaturalist-open-data.s3.amazonaws.com/photos/45136393/medium.jpeg,,"",,1,0,false,2,"Willowridge Rd At Richgrove Dr, Toronto, ON M9R 4B4, Canada",43.6753997803,-79.5693054199,,,,,,,,false,gps,gps,eastern black walnut,Juglans nigra,eastern black walnut,Plantae,54504,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans nigra
29358102,2019-07-22 2:18:08 PM EDT,2019-07-22,2019-07-22 18:18:08 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-23 02:43:48 UTC,2020-02-20 21:58:27 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29358102,https://inaturalist-open-data.s3.amazonaws.com/photos/45815512/medium.jpeg,,"",,1,0,false,2,"King, ON, Canada",44.0285370633,-79.5402931049,11,,,,11,,,false,gps,gps,Virginia Ctenucha Moth,Ctenucha virginica,Virginia Ctenucha Moth,Insecta,119013,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ctenucha,Ctenucha virginica
29358168,2019-07-22 2:18:05 PM EDT,2019-07-22,2019-07-22 18:18:05 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-23 02:45:55 UTC,2019-07-23 02:46:02 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/29358168,https://inaturalist-open-data.s3.amazonaws.com/photos/45815606/medium.jpeg,,"",,0,0,false,2,"Kettleby, ON L0G 1J0, Canada",44.0289591604,-79.5411762223,44,,,,44,,,false,gps,gps,Trigonarthris,Trigonarthris,,Insecta,178730,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Trigonarthris,
29441622,2019-07-24 9:38:51 AM EDT,2019-07-24,2019-07-24 13:38:51 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-24 14:00:04 UTC,2019-07-24 14:13:08 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29441622,https://inaturalist-open-data.s3.amazonaws.com/photos/45949341/medium.jpeg,,"",,2,0,false,2,"Toronto, ON M5S 3H3, Canada",43.663477894,-79.394983761,3,,,,3,,,false,gps,gps,Red Admiral,Vanessa atalanta,Red Admiral,Insecta,49133,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta
29923789,2019-07-31 9:30:35 AM EDT,2019-07-31,2019-07-31 13:30:35 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:31:31 UTC,2019-12-18 18:23:33 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29923789,https://inaturalist-open-data.s3.amazonaws.com/photos/46726712/medium.jpeg,,"",,1,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.55029255,-79.66646596,8,,,,8,,,false,,,hound's-tongue,Cynoglossum officinale,hound's-tongue,Plantae,48152,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cynoglossum,Cynoglossum officinale
29923859,2019-07-31 12:31:35 PM EDT,2019-07-31,2019-07-31 16:31:35 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:32:55 UTC,2019-08-02 16:21:55 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29923859,https://inaturalist-open-data.s3.amazonaws.com/photos/46726852/medium.jpeg,,"",,2,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.5503279,-79.66659787,8,,,,8,,,false,,,boxelder maple,Acer negundo,boxelder,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer negundo
29923952,2019-07-31 12:32:58 PM EDT,2019-07-31,2019-07-31 16:32:58 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:34:41 UTC,2019-07-31 22:56:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29923952,https://inaturalist-open-data.s3.amazonaws.com/photos/46727029/medium.jpeg,,"",,1,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.55030333,-79.66659896,7,,,,7,,,false,,,common yarrow,Achillea millefolium,Common Yarrow,Plantae,52821,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea millefolium
29924110,2019-07-31 12:36:22 PM EDT,2019-07-31,2019-07-31 16:36:22 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:37:48 UTC,2019-07-31 16:58:25 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29924110,https://inaturalist-open-data.s3.amazonaws.com/photos/46727360/medium.jpeg,,"",,1,0,false,2,"Mississauga, ON L5L 3E2, Canada",43.55028657,-79.66752755,10,,,,10,,,false,,,common motherwort,Leonurus cardiaca,common motherwort,Plantae,56171,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonurus,Leonurus cardiaca
29924257,2019-07-31 12:38:59 PM EDT,2019-07-31,2019-07-31 16:38:59 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:39:55 UTC,2019-07-31 19:10:40 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29924257,https://inaturalist-open-data.s3.amazonaws.com/photos/46727583/medium.jpeg,,"",,1,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.55048659,-79.66701958,6,,,,6,,,false,,,Banded Longhorn Beetle,Typocerus velutinus,Banded Longhorn Beetle,Insecta,131862,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Typocerus,Typocerus velutinus
29924310,2019-07-31 12:39:58 PM EDT,2019-07-31,2019-07-31 16:39:58 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:40:48 UTC,2019-07-31 19:08:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29924310,https://inaturalist-open-data.s3.amazonaws.com/photos/46727687/medium.jpeg,,"",,1,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.55050742,-79.66689589,9,,,,9,,,false,,,white vervain,Verbena urticifolia,white vervain,Plantae,129278,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena urticifolia
29924357,2019-07-31 12:41:12 PM EDT,2019-07-31,2019-07-31 16:41:12 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-07-31 16:42:08 UTC,2019-07-31 16:58:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/29924357,https://inaturalist-open-data.s3.amazonaws.com/photos/46727815/medium.jpeg,,"",,1,0,false,2,"North Bldg, Mississauga, ON L5L 3E2, Canada",43.55034198,-79.66664229,7,,,,7,,,false,,,common milkweed,Asclepias syriaca,common milkweed,Plantae,47911,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias syriaca
30070763,2019-08-02 7:05:20 PM EDT,2019-08-02,2019-08-02 23:05:20 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-02 23:06:02 UTC,2019-08-02 23:06:20 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30070763,https://inaturalist-open-data.s3.amazonaws.com/photos/46959452/medium.jpeg,,"",,0,0,false,2,"Mississauga, ON L5G 2Z6, Canada",43.55685839,-79.58616943,19,,,,19,,open,false,,,spotted lady's thumb,Persicaria maculosa,spotted lady's thumb,Plantae,56166,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria maculosa
30070853,2019-08-02 7:05:54 PM EDT,2019-08-02,2019-08-02 23:05:54 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-02 23:08:28 UTC,2019-08-02 23:09:02 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30070853,https://inaturalist-open-data.s3.amazonaws.com/photos/46959566/medium.jpeg,,"",,0,0,false,2,"Mississauga, ON L5G 2Z6, Canada",43.55684179,-79.58618322,10,,,,10,,,false,,,prostrate knotweed,Polygonum aviculare,Prostrate Knotweed,Plantae,78678,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum aviculare
30070898,2019-08-02 7:08:44 PM EDT,2019-08-02,2019-08-02 23:08:44 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-02 23:09:31 UTC,2019-08-02 23:09:50 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30070898,https://inaturalist-open-data.s3.amazonaws.com/photos/46959632/medium.jpeg,,"",,0,0,false,2,"Mississauga, ON L5G 2Z6, Canada",43.55682931,-79.58619239,7,,,,7,,,false,,,amaranths,Amaranthaceae,amaranths,Plantae,52327,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,,
30070931,2019-08-02 7:09:31 PM EDT,2019-08-02,2019-08-02 23:09:31 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-02 23:10:16 UTC,2020-11-27 18:17:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30070931,https://inaturalist-open-data.s3.amazonaws.com/photos/46959674/medium.jpeg,,"",,2,0,false,2,"Mississauga, ON L5G 2Z6, Canada",43.55691136,-79.58609895,6,,,,6,,,false,,,white sweetclover,Melilotus albus,White Sweetclover,Plantae,58907,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Melilotus,Melilotus albus
30070960,2019-08-02 7:10:13 PM EDT,2019-08-02,2019-08-02 23:10:13 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-02 23:11:06 UTC,2019-08-02 23:11:29 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30070960,https://inaturalist-open-data.s3.amazonaws.com/photos/46959749/medium.jpeg,,"",,0,0,false,2,"Mississauga, ON L5G 2Z6, Canada",43.556883,-79.5860601,5,,,,5,,,false,,,flat-topped goldenrod,Euthamia graminifolia,flat-topped goldenrod,Plantae,130989,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Euthamia,Euthamia graminifolia
30116514,2019-08-03 11:14:05 AM EDT,2019-08-03,2019-08-03 15:14:05 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-03 17:46:20 UTC,2019-08-03 18:42:25 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30116514,https://inaturalist-open-data.s3.amazonaws.com/photos/47032405/medium.jpeg,,"",,1,0,false,2,"Toronto, CA-ON, CA",43.62636461,-79.3570352,9,,,,9,,open,false,,,rough horsetail,Equisetum hyemale,rough horsetail,Plantae,52673,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum hyemale
30254783,2019-08-05 1:23:39 PM EDT,2019-08-05,2019-08-05 17:23:39 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-05 17:25:39 UTC,2019-08-05 17:26:48 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30254783,https://inaturalist-open-data.s3.amazonaws.com/photos/47256959/medium.jpeg,,"",,0,0,false,2,"Toronto, CA-ON, CA",43.70857482,-79.23758529,4,,,,4,,,false,,,mustard family,Brassicaceae,mustard family,Plantae,47204,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,
30254904,2019-08-05 1:26:09 PM EDT,2019-08-05,2019-08-05 17:26:09 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-05 17:27:23 UTC,2020-11-21 03:30:43 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30254904,https://inaturalist-open-data.s3.amazonaws.com/photos/47257078/medium.jpeg,,"",,1,0,false,2,"Toronto, CA-ON, CA",43.7090964,-79.23808715,4,,,,4,,,false,,,European swallow-wort,Vincetoxicum rossicum,European swallow-wort,Plantae,632667,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vincetoxicum,Vincetoxicum rossicum
30620094,2019-08-11 12:21:43 PM EDT,2019-08-11,2019-08-11 16:21:43 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-11 16:24:26 UTC,2019-08-12 22:05:38 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30620094,https://inaturalist-open-data.s3.amazonaws.com/photos/47846697/medium.jpeg,,"",,0,0,false,2,"Colborne Lodge Dr At Swimming Pool, Toronto, ON M6R, Canada",43.64846241,-79.46533426,11,,,,11,,,false,,,Planthoppers,Fulgoroidea,Planthoppers,Insecta,52073,Animalia,Arthropoda,Insecta,Hemiptera,,,
30748515,,,,UTC,253334,sophiebreitbart,2019-08-13 13:44:34 UTC,2019-08-13 13:44:34 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/30748515,,,"",,0,0,false,2,,,,,,,,,,,false,,,,,,,,,,,,,,
30748521,2019-08-13 9:43:31 AM EDT,2019-08-13,2019-08-13 13:43:31 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 13:44:37 UTC,2019-08-17 03:24:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30748521,https://inaturalist-open-data.s3.amazonaws.com/photos/48056421/medium.jpeg,,"",,1,0,false,2,"Toronto, ON, Canada",43.6617698669,-79.3065109253,,,,,,,open,false,gps,gps,Lesser Yellowlegs,Tringa flavipes,Lesser Yellowlegs,Aves,3893,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa flavipes
30748880,2019-08-13 9:40:06 AM EDT,2019-08-13,2019-08-13 13:40:06 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 13:52:13 UTC,2019-08-13 21:24:51 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/30748880,https://inaturalist-open-data.s3.amazonaws.com/photos/48056969/medium.jpeg,,"",,0,0,false,2,"Toronto, ON, Canada",43.66158871,-79.30648483,11,,,,11,,open,false,,,Black Poplar,Populus nigra,Black Poplar,Plantae,47565,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus nigra
30749631,2019-08-13 10:08:07 AM EDT,2019-08-13,2019-08-13 14:08:07 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 14:09:10 UTC,2019-08-13 14:34:22 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30749631,https://inaturalist-open-data.s3.amazonaws.com/photos/48058345/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4L 3W6, Canada",43.65967808,-79.30534931,14,,,,14,,,false,,,Sorbaria,Sorbaria sorbifolia,Sorbaria,Plantae,169144,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbaria,Sorbaria sorbifolia
30750843,2019-08-13 10:30:27 AM EDT,2019-08-13,2019-08-13 14:30:27 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 14:31:20 UTC,2019-08-13 15:42:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30750843,https://inaturalist-open-data.s3.amazonaws.com/photos/48060252/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4L 3W6, Canada",43.6581836,-79.3109664,77,,,,77,,,false,,,staghorn sumac,Rhus typhina,staghorn sumac,Plantae,167829,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus typhina
30751525,2019-08-13 10:41:01 AM EDT,2019-08-13,2019-08-13 14:41:01 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 14:42:16 UTC,2019-08-13 14:53:53 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30751525,https://inaturalist-open-data.s3.amazonaws.com/photos/48061287/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4L 3W6, Canada",43.65754906,-79.30698126,12,,,,12,,,false,,,Impatiens capensis,Impatiens capensis,common jewelweed,Plantae,47888,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens capensis
30752076,2019-08-13 10:44:57 AM EDT,2019-08-13,2019-08-13 14:44:57 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2019-08-13 14:52:01 UTC,2019-08-14 13:51:37 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/30752076,https://inaturalist-open-data.s3.amazonaws.com/photos/48061932/medium.jpeg,,"",,1,0,false,2,"Toronto, CA-ON, CA",43.65761804,-79.3071061,10,,,,10,,,false,,,Red Nail Gall Mite,Eriophyes tiliae,Red Nail Gall Mite,Arachnida,319872,Animalia,Arthropoda,Arachnida,Endeostigmata,Eriophyidae,Eriophyes,Eriophyes tiliae
