id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
40392997,2020-03-21 4:10:08 PM EDT,2020-03-21,2020-03-21 20:10:08 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-21 20:11:23 UTC,2020-03-21 20:11:32 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/40392997,https://inaturalist-open-data.s3.amazonaws.com/photos/64137698/medium.jpeg,,"",,0,0,false,2,"Anthropology Bldg, Toronto, ON M5S 2S2, Canada",43.6598214,-79.3988785,22,,,,22,,,false,,,Sempervivoideae,Sempervivoideae,,Plantae,889256,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,,
40393511,2020-03-21 4:16:05 PM EDT,2020-03-21,2020-03-21 20:16:05 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-21 20:17:39 UTC,2020-03-21 20:21:32 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/40393511,https://inaturalist-open-data.s3.amazonaws.com/photos/64138418/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M5S 2E5, Canada",43.6608774,-79.3968524,56,,,,56,,,false,,,spindles,Euonymus,spindles,Plantae,47538,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus,
40537427,2020-03-22 2:36:24 PM EDT,2020-03-22,2020-03-22 18:36:24 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 18:38:25 UTC,2020-03-23 14:06:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/40537427,https://inaturalist-open-data.s3.amazonaws.com/photos/64243738/medium.jpeg,,"",,2,0,false,2,"Toronto, CA-ON, CA",43.6655301,-79.3907253,600,,,,600,,open,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis
40537597,2020-03-22 2:37:40 PM EDT,2020-03-22,2020-03-22 18:37:40 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 18:40:52 UTC,2020-03-22 19:20:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/40537597,https://inaturalist-open-data.s3.amazonaws.com/photos/64243999/medium.jpeg,,"",,1,0,false,2,"Toronto, CA-ON, CA",43.6677357,-79.3906407,100,,,,100,,,false,,,common motherwort,Leonurus cardiaca,common motherwort,Plantae,56171,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonurus,Leonurus cardiaca
40537742,2020-03-22 2:42:10 PM EDT,2020-03-22,2020-03-22 18:42:10 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 18:43:26 UTC,2020-09-28 03:55:49 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/40537742,https://inaturalist-open-data.s3.amazonaws.com/photos/64244302/medium.jpeg,,"",,2,0,false,2,"Toronto, ON M5S 1J4, Canada",43.66652015,-79.39060831,14,,,,14,,,false,,,shelf fungi,Polyporales,shelf fungi,Fungi,47380,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
40538473,2020-03-22 2:51:19 PM EDT,2020-03-22,2020-03-22 18:51:19 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 18:53:50 UTC,2020-03-22 20:31:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/40538473,https://inaturalist-open-data.s3.amazonaws.com/photos/64245304/medium.jpeg,,"",,1,0,false,2,"Burwash Hall, Toronto, ON M5S 1K6, Canada",43.66636411,-79.39081687,13,,,,13,,open,false,,,American Robin,Turdus migratorius,American Robin,Aves,12727,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus migratorius
40539207,2020-03-22 3:03:34 PM EDT,2020-03-22,2020-03-22 19:03:34 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:05:16 UTC,2020-03-22 19:05:34 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/40539207,https://inaturalist-open-data.s3.amazonaws.com/photos/64246666/medium.jpeg,,"",,0,0,false,2,"Queen's Park Cres East At St Joseph St North Side, Toronto, ON M5S 1K7, Canada",43.6655163,-79.3914067,50,,,,50,,,false,,,Common Sunburst Lichen,Xanthoria parietina,Common Sunburst Lichen,Fungi,55576,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria parietina
40540281,2020-03-22 3:18:22 PM EDT,2020-03-22,2020-03-22 19:18:22 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:19:44 UTC,2021-05-26 22:13:26 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/40540281,https://inaturalist-open-data.s3.amazonaws.com/photos/64248325/medium.jpeg,,"",,0,0,false,2,"Bay Cloverhill, Toronto, ON, Canada",43.66460096,-79.39133932,10,,,,10,,,false,,,Black Tar Spot,Rhytisma acerinum,Black Tar Spot,Fungi,130935,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,Rhytisma acerinum
40540460,2020-03-22 3:19:54 PM EDT,2020-03-22,2020-03-22 19:19:54 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:22:39 UTC,2020-03-22 20:37:25 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/40540460,https://inaturalist-open-data.s3.amazonaws.com/photos/64248654/medium.jpeg,,"",,1,0,false,2,"Bay Cloverhill, Toronto, ON, Canada",43.66460457,-79.39116499,8,,,,8,,open,false,,,honey locust,Gleditsia triacanthos,honey locust,Plantae,54797,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,Gleditsia triacanthos
40540609,2020-03-22 3:22:24 PM EDT,2020-03-22,2020-03-22 19:22:24 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:24:43 UTC,2020-03-30 15:47:40 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/40540609,https://inaturalist-open-data.s3.amazonaws.com/photos/64248831/medium.jpeg,,"",,2,0,true,2,"Toronto, ON M5S 2C3, Canada",43.66459919,-79.39070639,15,,,,15,,,false,,,Крокус,Crocus,Crocuses,Plantae,55770,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocus,
40540667,2020-03-22 3:24:23 PM EDT,2020-03-22,2020-03-22 19:24:23 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:25:50 UTC,2020-07-14 01:31:09 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/40540667,https://inaturalist-open-data.s3.amazonaws.com/photos/64248941/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M5S 2C3, Canada",43.66455347,-79.39084002,8,,,,8,,,false,,,Ромашка пахучая,Matricaria discoidea,pineapple-weed,Plantae,52992,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria discoidea
40540800,2020-03-22 3:25:39 PM EDT,2020-03-22,2020-03-22 19:25:39 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-03-22 19:28:15 UTC,2020-03-30 21:03:36 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/40540800,https://inaturalist-open-data.s3.amazonaws.com/photos/64896409/medium.jpeg,,"",Not sure,0,0,true,2,"Toronto, ON M5S 2C3, Canada",43.66462115,-79.3908159,11,,,,11,,,false,,,Tulipa greigii,Tulipa greigii,,Plantae,507842,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Tulipa,Tulipa greigii
42133112,2020-04-13 1:32:52 PM EDT,2020-04-13,2020-04-13 17:32:52 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-14 01:12:25 UTC,2020-04-14 19:13:16 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/42133112,https://inaturalist-open-data.s3.amazonaws.com/photos/66879501/medium.jpeg,,"",,2,0,false,2,"Ontario, CA",44.1375660181,-79.4605502036,200,"King, ON, Canada",44.0315729132,-79.5397378877,27380,obscured,,true,gps,gps,Hainlaufkäfer,Carabus nemoralis,Bronze Ground Beetle,Insecta,56552,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus nemoralis
42882960,2020-04-22 3:54:43 PM EDT,2020-04-22,2020-04-22 19:54:43 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 19:57:40 UTC,2020-04-22 19:58:52 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/42882960,https://inaturalist-open-data.s3.amazonaws.com/photos/68095569/medium.jpeg,,"",,0,0,false,2,"Toronto, CA-ON, CA",43.6654736,-79.38859029,16,,,,16,,,false,,,multiflora rose,Rosa multiflora,multiflora rose,Plantae,78882,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa multiflora
42883711,2020-04-22 4:01:12 PM EDT,2020-04-22,2020-04-22 20:01:12 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 20:04:04 UTC,2020-04-22 20:04:55 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/42883711,https://inaturalist-open-data.s3.amazonaws.com/photos/68096598/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M5S 1J4, Canada",43.6663641,-79.39012537,22,,,,22,,,false,,,Phedimus,Phedimus,,Plantae,204221,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Phedimus,
42884118,2020-04-22 4:05:43 PM EDT,2020-04-22,2020-04-22 20:05:43 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 20:07:50 UTC,2020-04-22 20:08:03 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/42884118,https://inaturalist-open-data.s3.amazonaws.com/photos/68097246/medium.jpeg,,"",,0,0,true,2,"℅ University of St. Michael's College, in the University of Toronto, 81 St Mary Street, Toronto, ON M5S 1J4, Canada",43.66600731,-79.38986577,13,,,,13,,,false,,,Wood Dock,Rumex sanguineus,Wood Dock,Plantae,168250,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex sanguineus
42884374,2020-04-22 4:08:45 PM EDT,2020-04-22,2020-04-22 20:08:45 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 20:10:19 UTC,2020-04-22 20:10:42 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/42884374,https://inaturalist-open-data.s3.amazonaws.com/photos/68097672/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M5S 2C4, Canada",43.66593785,-79.38995949,12,,,,12,,,false,,,Caperoses,Cliffortia,Caperoses,Plantae,184125,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cliffortia,
42889132,2020-04-22 4:54:43 PM EDT,2020-04-22,2020-04-22 20:54:43 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 20:56:36 UTC,2020-04-23 02:53:59 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/42889132,https://inaturalist-open-data.s3.amazonaws.com/photos/68105184/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M5T 1Z9, Canada",43.6571482045,-79.3968053162,11,,,,11,,,false,gps,gps,curled dock,Rumex crispus,curled dock,Plantae,53197,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex crispus
42889955,2020-04-22 4:58:48 PM EDT,2020-04-22,2020-04-22 20:58:48 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 21:03:10 UTC,2020-04-26 20:13:51 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/42889955,https://inaturalist-open-data.s3.amazonaws.com/photos/68106533/medium.jpeg,,"",,1,0,true,2,"College St At Beverley St, Toronto, ON M5T 1R1, Canada",43.65836889,-79.39691408,12,,,,12,,,false,,,apples,Malus,apples,Plantae,54500,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,
42891489,2020-04-22 5:13:27 PM EDT,2020-04-22,2020-04-22 21:13:27 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 21:16:22 UTC,2020-09-02 00:56:12 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/42891489,https://inaturalist-open-data.s3.amazonaws.com/photos/68108868/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M7A 1A2, Canada",43.66211877,-79.39127466,10,,,,10,,,false,,,common dandelion,Taraxacum officinale,common dandelion,Plantae,47602,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale
42891635,2020-04-22 5:15:25 PM EDT,2020-04-22,2020-04-22 21:15:25 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-22 21:17:57 UTC,2020-04-22 21:18:55 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/42891635,https://inaturalist-open-data.s3.amazonaws.com/photos/68109155/medium.jpeg,,"",,0,0,false,2,"Toronto, ON M7A, Canada",43.662528,-79.3902699,37,,,,37,,open,false,,,seductive entodon moss,Entodon seductrix,seductive entodon moss,Plantae,128029,Plantae,Bryophyta,Bryopsida,Hypnales,Entodontaceae,Entodon,Entodon seductrix
43714880,2020-04-26 4:07:42 PM EDT,2020-04-26,2020-04-26 20:07:42 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-26 20:09:25 UTC,2020-05-02 05:36:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/43714880,https://inaturalist-open-data.s3.amazonaws.com/photos/69338847/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M5S 2C5, Canada",43.66590468,-79.39451351,8,,,,8,,open,false,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis
43715988,2020-04-26 4:11:52 PM EDT,2020-04-26,2020-04-26 20:11:52 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-26 20:13:36 UTC,2020-04-26 20:13:45 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/43715988,https://inaturalist-open-data.s3.amazonaws.com/photos/69340709/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M5S 3A5, Canada",43.6664956,-79.3879568,33,,,,33,,,false,,,violets,Viola,violets,Plantae,50829,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,
43717611,2020-04-26 4:17:52 PM EDT,2020-04-26,2020-04-26 20:17:52 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-26 20:19:22 UTC,2020-04-26 20:19:36 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/43717611,https://inaturalist-open-data.s3.amazonaws.com/photos/69343083/medium.jpeg,,"",,0,0,true,2,"Queen's Park Cres West At Queen's Park Cres West, Toronto, ON M5S 2C5, Canada",43.66627868,-79.39329523,9,,,,9,,,false,,,Siberian squill,Scilla siberica,Siberian squill,Plantae,862704,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Scilla,Scilla siberica
43717992,2020-04-26 4:18:46 PM EDT,2020-04-26,2020-04-26 20:18:46 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-26 20:20:42 UTC,2020-04-26 20:55:35 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/43717992,https://inaturalist-open-data.s3.amazonaws.com/photos/69348486/medium.jpeg,,"",,1,0,false,2,"Queen's Park Cres West At Queen's Park Cres West, Toronto, ON M5S 2C5, Canada",43.66617225,-79.39319011,10,,,,10,,open,false,,,Eastern Gray Squirrel,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,46017,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis
43989501,2020-04-26 4:30:20 PM EDT,2020-04-26,2020-04-26 20:30:20 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-04-27 21:07:41 UTC,2020-04-29 14:57:55 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/43989501,https://inaturalist-open-data.s3.amazonaws.com/photos/69752941/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M5S 2C4, Canada",43.6651831772,-79.3903559446,12,,,,12,,,false,gps,gps,common milkweed,Asclepias syriaca,common milkweed,Plantae,47911,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias syriaca
44599484,2020-05-02 11:51:29 AM EDT,2020-05-02,2020-05-02 15:51:29 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 15:53:05 UTC,2020-05-02 16:36:58 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44599484,https://inaturalist-open-data.s3.amazonaws.com/photos/70709177/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4X 1H6, Canada",43.6689852,-79.3659909,17,,,,17,,,false,,,Eastern Black Carpenter Ant,Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Insecta,129902,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus pennsylvanicus
44599834,2020-05-02 11:53:50 AM EDT,2020-05-02,2020-05-02 15:53:50 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 15:55:26 UTC,2020-05-02 15:55:48 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44599834,https://inaturalist-open-data.s3.amazonaws.com/photos/70709665/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M4X 1T5, Canada",43.6684664,-79.36617622,5,,,,5,,,false,,,Elephant's-ears,Bergenia crassifolia,Elephant's-ears,Plantae,127228,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Bergenia,Bergenia crassifolia
44600076,2020-05-02 11:55:35 AM EDT,2020-05-02,2020-05-02 15:55:35 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 15:57:20 UTC,2020-05-02 15:57:40 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44600076,https://inaturalist-open-data.s3.amazonaws.com/photos/70710047/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M4X 1E1, Canada",43.66796943,-79.36630265,10,,,,10,,open,false,,,star magnolia,Magnolia stellata,star magnolia,Plantae,126710,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia stellata
44600367,2020-05-02 11:56:15 AM EDT,2020-05-02,2020-05-02 15:56:15 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 15:59:36 UTC,2020-06-05 04:55:53 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/44600367,https://inaturalist-open-data.s3.amazonaws.com/photos/70710578/medium.jpeg,,"",Not sure,1,0,false,2,"Toronto, ON M4X 1S9, Canada",43.66789433,-79.3665104,9,,,,9,,,false,,,Beetles,Coleoptera,Beetles,Insecta,47208,Animalia,Arthropoda,Insecta,Coleoptera,,,
44600794,2020-05-02 12:01:17 PM EDT,2020-05-02,2020-05-02 16:01:17 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:02:57 UTC,2020-05-14 13:34:07 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44600794,https://inaturalist-open-data.s3.amazonaws.com/photos/70711248/medium.jpeg,,"",,2,0,false,2,"Toronto, ON M4X 1R8, Canada",43.66735071,-79.36781576,9,,,,9,,,false,,,Norway maple,Acer platanoides,Norway maple,Plantae,54763,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer platanoides
44601281,2020-05-02 12:03:37 PM EDT,2020-05-02,2020-05-02 16:03:37 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:06:26 UTC,2020-05-02 16:06:46 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44601281,https://inaturalist-open-data.s3.amazonaws.com/photos/70711837/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M4X 1R8, Canada",43.66647265,-79.36743103,7,,,,7,,,false,,,Japanese Cherry,Prunus serrulata,Japanese Cherry,Plantae,125742,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serrulata
44601551,2020-05-02 12:06:55 PM EDT,2020-05-02,2020-05-02 16:06:55 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:08:47 UTC,2020-08-31 11:07:30 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44601551,https://inaturalist-open-data.s3.amazonaws.com/photos/70712272/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4X 1A9, Canada",43.66601892,-79.36802889,8,,,,8,,,false,,,Black-bindweed,Fallopia convolvulus,Black-bindweed,Plantae,77129,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus
44601788,2020-05-02 12:07:52 PM EDT,2020-05-02,2020-05-02 16:07:52 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:10:18 UTC,2020-06-14 21:00:14 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44601788,https://inaturalist-open-data.s3.amazonaws.com/photos/70712542/medium.jpeg,,"",,1,0,false,2,"Parliament St At Winchester St, Toronto, ON M4X 1A8, Canada",43.66580774,-79.36813756,10,,,,10,,,false,,,bolsa de pastor,Capsella bursa-pastoris,shepherd's-purse,Plantae,56121,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris
44602212,2020-05-02 12:12:54 PM EDT,2020-05-02,2020-05-02 16:12:54 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:14:24 UTC,2020-12-17 00:19:32 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44602212,https://inaturalist-open-data.s3.amazonaws.com/photos/70713281/medium.jpeg,,"",,1,0,false,2,"Toronto, ON M4X 1C7, Canada",43.66554604,-79.37031009,7,,,,7,,,false,,,common motherwort,Leonurus cardiaca,common motherwort,Plantae,56171,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leonurus,Leonurus cardiaca
44606552,2020-05-02 12:45:06 PM EDT,2020-05-02,2020-05-02 16:45:06 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-02 16:47:19 UTC,2020-05-12 14:23:49 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44606552,https://inaturalist-open-data.s3.amazonaws.com/photos/70719809/medium.jpeg,,"",,2,0,false,2,"Toronto, ON M4Y 1Z3, Canada",43.6659043,-79.3853041,25,,,,25,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia
44774992,2020-05-03 3:06:32 PM EDT,2020-05-03,2020-05-03 19:06:32 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-03 19:08:54 UTC,2020-05-12 14:23:52 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44774992,https://inaturalist-open-data.s3.amazonaws.com/photos/70981132/medium.jpeg,,"",,0,0,true,2,"Toronto, ON M5S 1J4, Canada",43.66663352,-79.39045514,14,,,,14,,,false,,,Chinese quince,Chaenomeles lagenaria,Chinese quince,Plantae,160369,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Chaenomeles,Chaenomeles lagenaria
44775748,2020-05-03 3:11:40 PM EDT,2020-05-03,2020-05-03 19:11:40 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-03 19:13:25 UTC,2020-05-12 14:23:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/44775748,https://inaturalist-open-data.s3.amazonaws.com/photos/70982328/medium.jpeg,,"",,1,0,false,2,"Burwash Hall, Toronto, ON M5S 1K6, Canada",43.66654431,-79.39079338,18,,,,18,,,false,,,Чистотел большой,Chelidonium majus,Greater celandine,Plantae,55757,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Chelidonium,Chelidonium majus
44776332,2020-05-03 3:14:29 PM EDT,2020-05-03,2020-05-03 19:14:29 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-03 19:17:04 UTC,2020-05-12 14:23:56 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44776332,https://inaturalist-open-data.s3.amazonaws.com/photos/70983270/medium.jpeg,,"",,0,0,true,2,"Loretto College, Toronto, ON M5S 1J3, Canada",43.6672602,-79.38945,25,,,,25,,,false,,,Grape hyacinths,Muscari,Grape hyacinths,Plantae,50921,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muscari,
44776765,2020-05-03 3:16:40 PM EDT,2020-05-03,2020-05-03 19:16:40 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-03 19:19:38 UTC,2020-05-12 14:23:59 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/44776765,https://inaturalist-open-data.s3.amazonaws.com/photos/70983791/medium.jpeg,,"",,0,0,true,2,"Loretto College, Toronto, ON M5S 1J3, Canada",43.6672122,-79.389525,20,,,,20,,,false,,,stonecrop family,Crassulaceae,stonecrop family,Plantae,51890,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,,
45311534,2020/05/08 6:12 PM -0400,2020-05-08,2020-05-08 21:12:00 UTC,Atlantic Time (Canada),253334,sophiebreitbart,2020-05-08 22:15:17 UTC,2020-05-08 22:20:53 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/45311534,https://inaturalist-open-data.s3.amazonaws.com/photos/71844717/medium.jpeg,,"",Seen indoors,1,0,false,,"5 St Joseph St, Toronto, ON M4Y 0B6, Canada",43.6657528,-79.3855792,193,,,,193,,,false,,,Condylostylus,Condylostylus,,Insecta,122222,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus,
45385331,2020-05-09 1:38:18 PM EDT,2020-05-09,2020-05-09 17:38:18 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-09 17:41:21 UTC,2020-05-12 14:24:01 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/45385331,https://inaturalist-open-data.s3.amazonaws.com/photos/71965316/medium.jpeg,,"",,0,0,true,2,"Toronto, CA-ON, CA",43.6655214,-79.3877303,26,,,,26,,,false,gps,gps,pears,Pyrus,pears,Plantae,58736,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,
45385686,2020-05-09 1:41:43 PM EDT,2020-05-09,2020-05-09 17:41:43 UTC,Eastern Time (US & Canada),253334,sophiebreitbart,2020-05-09 17:43:39 UTC,2020-05-12 14:24:04 UTC,casual,CC-BY-NC-SA,https://www.inaturalist.org/observations/45385686,https://inaturalist-open-data.s3.amazonaws.com/photos/71965742/medium.jpeg,,"",,0,0,true,2,"℅ University of St. Michael's College, in the University of Toronto, 81 St Mary Street, Toronto, ON M5S 1J4, Canada",43.66585726,-79.3894302,41,,,,41,,,false,,,Japanese Cherry,Prunus serrulata,Japanese Cherry,Plantae,125742,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serrulata
